2.051e-001	0
2.131e-001  0
2.21e+06	3.12e+05
2.29e+06	3.13e+05
2.36e+06	3.08e+05
2.42e+06	3.08e+05
2.48e+06	2.85e+05
2.54e+06	2.90e+05
2.59e+06	3.05e+05
2.64e+06	3.02e+05
2.69e+06	3.11e+05
2.73e+06	3.16e+05
2.77e+06	3.24e+05
2.81e+06	3.20e+05
2.85e+06	3.21e+05
2.89e+06	3.20e+05
2.93e+06	3.26e+05
2.97e+06	3.27e+05
3.01e+06	3.33e+05
3.05e+06	3.33e+05
3.09e+06	3.35e+05
3.13e+06	3.36e+05
3.17e+06	3.36e+05
3.21e+06	3.50e+05
3.25e+06	3.33e+05
3.29e+06	3.41e+05
3.33e+06	3.40e+05
3.37e+06	3.39e+05
3.41e+06	3.40e+05
3.45e+06	3.43e+05
3.49e+06	3.35e+05
3.53e+06	3.37e+05
3.57e+06	3.33e+05
3.61e+06	3.35e+05
3.64e+06	3.36e+05
3.67e+06	3.32e+05
3.70e+06	3.37e+05
3.73e+06	3.35e+05
3.76e+06	3.34e+05
3.79e+06	3.41e+05
3.81e+06	3.40e+05
3.83e+06	3.46e+05
3.85e+06	3.41e+05
3.87e+06	3.41e+05
3.89e+06	3.46e+05
3.91e+06	3.42e+05
3.93e+06	3.41e+05
3.95e+06	3.40e+05
3.97e+06	3.42e+05
3.99e+06	3.38e+05
4.01e+06	3.37e+05
4.03e+06	3.39e+05
4.05e+06	3.39e+05
4.07e+06	3.34e+05
4.09e+06	3.35e+05
4.11e+06	3.38e+05
4.13e+06	3.37e+05
4.16e+06	3.54e+05
4.19e+06	3.55e+05
4.22e+06	3.65e+05
4.25e+06	3.81e+05
4.28e+06	3.90e+05
4.31e+06	4.13e+05
4.34e+06	4.30e+05
4.37e+06	4.48e+05
4.40e+06	4.66e+05
4.43e+06	4.83e+05
4.46e+06	4.94e+05
4.49e+06	4.92e+05
4.51e+06	4.79e+05
4.53e+06	4.44e+05
4.55e+06	4.24e+05
4.57e+06	4.10e+05
4.59e+06	4.27e+05
4.61e+06	4.35e+05
4.63e+06	4.53e+05
4.65e+06	4.56e+05
4.67e+06	4.41e+05
4.69e+06	4.34e+05
4.71e+06	4.39e+05
4.73e+06	4.26e+05
4.75e+06	4.26e+05
4.77e+06	4.37e+05
4.79e+06	4.45e+05
4.81e+06	4.67e+05
4.83e+06	4.86e+05
4.85e+06	5.12e+05
4.87e+06	5.40e+05
4.89e+06	5.70e+05
4.91e+06	6.08e+05
4.93e+06	6.56e+05
4.95e+06	6.84e+05
4.97e+06	7.35e+05
4.99e+06	7.72e+05
5.01e+06	8.24e+05
5.03e+06	8.65e+05
5.05e+06	9.07e+05
5.07e+06	9.47e+05
5.09e+06	9.79e+05
5.11e+06	1.02e+06
5.13e+06	1.05e+06
5.15e+06	1.09e+06
5.17e+06	1.11e+06
5.19e+06	1.14e+06
5.21e+06	1.17e+06
5.23e+06	1.20e+06
5.25e+06	1.21e+06
5.27e+06	1.23e+06
5.29e+06	1.25e+06
5.31e+06	1.26e+06
5.33e+06	1.27e+06
5.35e+06	1.28e+06
5.37e+06	1.30e+06
5.39e+06	1.29e+06
5.41e+06	1.30e+06
5.43e+06	1.30e+06
5.45e+06	1.30e+06
5.47e+06	1.30e+06
5.49e+06	1.29e+06
5.51e+06	1.29e+06
5.53e+06	1.28e+06
5.55e+06	1.27e+06
5.57e+06	1.27e+06
5.59e+06	1.27e+06
5.61e+06	1.25e+06
5.63e+06	1.25e+06
5.65e+06	1.24e+06
5.67e+06	1.24e+06
5.69e+06	1.23e+06
5.71e+06	1.22e+06
5.73e+06	1.21e+06
5.75e+06	1.20e+06
5.77e+06	1.20e+06
5.79e+06	1.19e+06
5.81e+06	1.18e+06
5.83e+06	1.17e+06
5.85e+06	1.17e+06
5.87e+06	1.16e+06
5.89e+06	1.16e+06
5.91e+06	1.15e+06
5.93e+06	1.15e+06
5.95e+06	1.14e+06
5.97e+06	1.13e+06
5.99e+06	1.14e+06
6.01e+06	1.13e+06
6.03e+06	1.14e+06
6.04e+06	1.13e+06
6.06e+06	1.13e+06
6.08e+06	1.13e+06
6.09e+06	1.13e+06
6.11e+06	1.14e+06
6.12e+06	1.14e+06
6.14e+06	1.14e+06
6.16e+06	1.14e+06
6.17e+06	1.14e+06
6.19e+06	1.15e+06
6.20e+06	1.15e+06
6.22e+06	1.16e+06
6.24e+06	1.16e+06
6.25e+06	1.17e+06
6.27e+06	1.18e+06
6.28e+06	1.19e+06
6.30e+06	1.20e+06
6.32e+06	1.21e+06
6.34e+06	1.21e+06
6.36e+06	1.23e+06
6.38e+06	1.24e+06
6.40e+06	1.25e+06
6.42e+06	1.26e+06
6.44e+06	1.28e+06
6.46e+06	1.31e+06
6.48e+06	1.31e+06
6.50e+06	1.34e+06
6.52e+06	1.36e+06
6.54e+06	1.37e+06
6.56e+06	1.39e+06
6.58e+06	1.41e+06
6.60e+06	1.43e+06
6.62e+06	1.45e+06
6.64e+06	1.48e+06
6.66e+06	1.49e+06
6.68e+06	1.52e+06
6.70e+06	1.54e+06
6.73e+06	1.57e+06
6.76e+06	1.60e+06
6.79e+06	1.64e+06
6.82e+06	1.68e+06
6.85e+06	1.70e+06
6.88e+06	1.73e+06
6.91e+06	1.75e+06
6.94e+06	1.79e+06
6.97e+06	1.81e+06
7.00e+06	1.84e+06
7.02e+06	1.85e+06
7.04e+06	1.87e+06
7.06e+06	1.88e+06
7.08e+06	1.90e+06
7.10e+06	1.91e+06
7.12e+06	1.93e+06
7.14e+06	1.94e+06
7.16e+06	1.95e+06
7.18e+06	1.96e+06
7.20e+06	1.97e+06
7.22e+06	1.99e+06
7.24e+06	1.99e+06
7.26e+06	2.01e+06
7.28e+06	2.03e+06
7.30e+06	2.03e+06
7.32e+06	2.04e+06
7.34e+06	2.06e+06
7.36e+06	2.07e+06
7.38e+06	2.08e+06
7.40e+06	2.08e+06
7.42e+06	2.09e+06
7.44e+06	2.11e+06
7.46e+06	2.12e+06
7.48e+06	2.13e+06
7.51e+06	2.14e+06
7.54e+06	2.17e+06
7.57e+06	2.19e+06
7.60e+06	2.19e+06
7.62e+06	2.22e+06
7.66e+06	2.24e+06
7.69e+06	2.25e+06
7.71e+06	2.27e+06
7.75e+06	2.29e+06
7.78e+06	2.31e+06
7.81e+06	2.33e+06
7.85e+06	2.35e+06
7.89e+06	2.37e+06
7.93e+06	2.39e+06
7.97e+06	2.42e+06
8.02e+06	2.44e+06
8.07e+06	2.46e+06
8.12e+06	2.48e+06
8.17e+06	2.50e+06
8.22e+06	2.52e+06
8.28e+06	2.54e+06
8.35e+06	2.55e+06
8.43e+06	2.56e+06
8.51e+06	2.58e+06
8.59e+06	2.61e+06
8.71e+06	2.59e+06
8.83e+06	2.61e+06
8.94e+06	2.60e+06
9.04e+06	2.56e+06
9.14e+06	2.54e+06
9.24e+06	2.49e+06
9.33e+06	2.45e+06
9.41e+06	2.44e+06
9.49e+06	2.40e+06
9.57e+06	2.40e+06
9.64e+06	2.36e+06
9.70e+06	2.35e+06
9.76e+06	2.31e+06
9.82e+06	2.32e+06
9.88e+06	2.29e+06
9.94e+06	2.30e+06
1.00e+07	2.29e+06
1.01e+07	2.27e+06
1.01e+07	2.25e+06
1.02e+07	2.27e+06
1.02e+07	2.27e+06
1.03e+07	2.26e+06
1.03e+07	2.28e+06
1.04e+07	2.27e+06
1.04e+07	2.29e+06
1.05e+07	2.28e+06
1.05e+07	2.31e+06
1.06e+07	2.30e+06
1.06e+07	2.32e+06
1.07e+07	2.34e+06
1.07e+07	2.36e+06
1.08e+07	2.39e+06
1.08e+07	2.38e+06
1.09e+07	2.43e+06
1.09e+07	2.45e+06
1.10e+07	2.49e+06
1.10e+07	2.53e+06
1.11e+07	2.57e+06
1.11e+07	2.61e+06
1.12e+07	2.66e+06
1.12e+07	2.69e+06
1.13e+07	2.73e+06
1.13e+07	2.78e+06
1.14e+07	2.81e+06
1.14e+07	2.87e+06
1.15e+07	2.90e+06
1.15e+07	2.97e+06
1.16e+07	3.01e+06
1.16e+07	3.05e+06
1.17e+07	3.09e+06
1.17e+07	3.15e+06
1.18e+07	3.21e+06
1.18e+07	3.28e+06
1.19e+07	3.33e+06
1.19e+07	3.41e+06
1.20e+07	3.45e+06
1.20e+07	3.48e+06
1.21e+07	3.57e+06
1.21e+07	3.60e+06
1.22e+07	3.65e+06
1.22e+07	3.70e+06
1.23e+07	3.76e+06
1.23e+07	3.79e+06
1.24e+07	3.82e+06
1.24e+07	3.86e+06
1.25e+07	3.89e+06
1.25e+07	3.91e+06
1.26e+07	3.96e+06
1.26e+07	3.98e+06
1.27e+07	3.99e+06
1.27e+07	4.00e+06
1.28e+07	4.03e+06
1.28e+07	4.04e+06
1.29e+07	4.05e+06
1.29e+07	4.08e+06
1.30e+07	4.08e+06
1.30e+07	4.10e+06
1.31e+07	4.09e+06
1.31e+07	4.10e+06
1.32e+07	4.10e+06
1.32e+07	4.13e+06
1.33e+07	4.14e+06
1.33e+07	4.15e+06
1.34e+07	4.14e+06
1.34e+07	4.15e+06
1.35e+07	4.16e+06
1.35e+07	4.18e+06
1.36e+07	4.20e+06
1.36e+07	4.21e+06
1.37e+07	4.22e+06
1.37e+07	4.23e+06
1.38e+07	4.22e+06
1.38e+07	4.22e+06
1.39e+07	4.24e+06
1.39e+07	4.25e+06
1.40e+07	4.26e+06
1.40e+07	4.29e+06
1.41e+07	4.32e+06
1.41e+07	4.31e+06
1.42e+07	4.31e+06
1.42e+07	4.33e+06
1.43e+07	4.33e+06
1.43e+07	4.33e+06
1.44e+07	4.35e+06
1.44e+07	4.36e+06
1.45e+07	4.36e+06
1.45e+07	4.36e+06
1.46e+07	4.37e+06
1.46e+07	4.38e+06
1.47e+07	4.39e+06
1.47e+07	4.39e+06
1.48e+07	4.37e+06
1.48e+07	4.35e+06
1.49e+07	4.38e+06
1.49e+07	4.35e+06
1.50e+07	4.33e+06
1.50e+07	4.30e+06
1.51e+07	4.26e+06
1.51e+07	4.24e+06
1.52e+07	4.22e+06
1.52e+07	4.18e+06
1.53e+07	4.15e+06
1.53e+07	4.09e+06
1.54e+07	4.03e+06
1.55e+07	4.05e+06
1.55e+07	4.12e+06
1.56e+07	4.22e+06
1.56e+07	4.30e+06
1.57e+07	4.37e+06
1.58e+07	4.43e+06
1.58e+07	4.50e+06
1.59e+07	4.56e+06
1.60e+07	4.61e+06
1.61e+07	4.65e+06
1.61e+07	4.71e+06
1.62e+07	4.73e+06
1.63e+07	4.77e+06
1.63e+07	4.82e+06
1.64e+07	4.85e+06
1.65e+07	4.90e+06
1.65e+07	4.95e+06
1.66e+07	4.99e+06
1.67e+07	5.00e+06
1.68e+07	5.03e+06
1.68e+07	5.05e+06
1.69e+07	5.17e+06
1.70e+07	5.24e+06
1.71e+07	5.25e+06
1.72e+07	5.29e+06
1.72e+07	5.34e+06
1.73e+07	5.40e+06
1.74e+07	5.46e+06
1.75e+07	5.52e+06
1.76e+07	5.53e+06
1.76e+07	5.58e+06
1.77e+07	5.60e+06
1.78e+07	5.64e+06
1.79e+07	5.76e+06
1.80e+07	5.77e+06
1.80e+07	5.80e+06
1.81e+07	5.73e+06
1.82e+07	5.58e+06
1.83e+07	5.54e+06
1.84e+07	5.73e+06
1.85e+07	5.92e+06
1.86e+07	5.95e+06
1.88e+07	5.96e+06
1.89e+07	5.99e+06
1.90e+07	6.11e+06
1.91e+07	6.22e+06
1.92e+07	6.25e+06
1.93e+07	6.25e+06
1.93e+07	6.20e+06
1.94e+07	5.99e+06
1.95e+07	6.02e+06
1.96e+07	6.29e+06
1.98e+07	6.49e+06
1.99e+07	6.50e+06
2.00e+07	6.54e+06
2.01e+07	6.54e+06
2.02e+07	6.60e+06
2.03e+07	6.55e+06
2.04e+07	6.63e+06
2.05e+07	6.65e+06
2.06e+07	6.68e+06
2.07e+07	6.72e+06
2.08e+07	6.72e+06
2.09e+07	6.72e+06
2.10e+07	6.71e+06
2.11e+07	6.74e+06
2.12e+07	6.72e+06
2.13e+07	6.74e+06
2.14e+07	6.74e+06
2.15e+07	6.73e+06
2.16e+07	6.64e+06
2.17e+07	6.58e+06
2.18e+07	6.43e+06
2.18e+07	6.35e+06
2.19e+07	6.25e+06
2.21e+07	6.09e+06
2.22e+07	5.95e+06
2.23e+07	5.63e+06
2.24e+07	5.04e+06
2.25e+07	3.98e+06
2.26e+07	3.34e+06
2.27e+07	3.72e+06
2.28e+07	4.03e+06
2.29e+07	3.81e+06
2.30e+07	3.39e+06
2.31e+07	2.73e+06
2.32e+07	2.06e+06
2.33e+07	1.61e+06
2.34e+07	1.34e+06
2.35e+07	1.45e+06
2.36e+07	2.12e+06
2.37e+07	3.15e+06
2.38e+07	4.17e+06
2.39e+07	4.84e+06
2.40e+07	5.37e+06
2.42e+07	5.72e+06
2.44e+07	5.76e+06
2.47e+07	5.58e+06
2.50e+07	5.11e+06
2.53e+07	4.75e+06
2.56e+07	4.65e+06
2.59e+07	4.62e+06
2.62e+07	4.36e+06
2.66e+07	4.15e+06
2.69e+07	3.43e+06
2.72e+07	2.67e+06
2.75e+07	2.02e+06
2.78e+07	1.47e+06
2.82e+07	9.98e+05
2.85e+07	6.95e+05
2.88e+07	5.95e+05
2.91e+07	4.94e+05
2.94e+07	3.80e+05
2.98e+07	4.58e+05
